Date,SPY,VTI,BND,EMB,TLT,MBB,IAU,USO,USDEUR,USDJPY
10/3/2013,151,79.1,69.9,83.7,91.7,93.2,12.8,37.1,0.734,97.3
10/4/2013,152.1,79.7,69.9,83.9,91.6,93.1,12.7,37.3,0.738,97.5
10/7/2013,150.8,79,69.9,84.3,92,93,12.8,37.1,0.736,96.7
10/8/2013,149.1,77.9,69.9,84.5,92,93,12.8,37.3,0.737,96.9
10/9/2013,149.2,77.9,69.8,84.4,91.2,93,12.7,36.6,0.74,97.3
10/10/2013,152.4,79.6,69.9,84.6,91.4,92.9,12.5,37.1,0.74,98.2
10/11/2013,153.4,80.2,69.9,84.8,91.4,92.9,12.3,36.8,0.738,98.6
10/14/2013,154,80.6,69.7,84.9,90.6,92.8,12.4,36.9,0.738,98.6
10/15/2013,152.9,79.9,69.7,84.8,90.6,92.8,12.5,36.5,0.739,98.2
10/16/2013,155,81.1,70,85.3,91.7,93,12.4,36.9,0.739,98.8
10/17/2013,156,81.7,70.3,86,92.5,93.4,12.8,36.4,0.731,97.9
10/18/2013,157.1,82.2,70.3,86,92.7,93.4,12.8,36.5,0.731,97.7
10/21/2013,157.1,82.2,70.3,85.8,92.4,93.4,12.8,35.9,0.731,98.2
10/22/2013,158,82.7,70.5,86,93.5,93.9,13,35.4,0.726,98.1
10/23/2013,157.2,82.3,70.5,86.3,93.8,93.9,12.9,35,0.726,97.4
10/24/2013,157.8,82.6,70.5,86.2,93.5,93.8,13.1,35,0.725,97.3
10/25/2013,158.5,82.9,70.6,86.2,93.8,93.9,13.1,35.3,0.725,97.4
10/28/2013,158.7,83,70.5,86.2,93.5,93.9,13.1,35.6,0.725,97.7
10/29/2013,159.6,83.4,70.6,85.9,93.6,93.9,13.1,35.4,0.728,98.2
10/30/2013,158.8,82.9,70.5,85.6,93.1,93.8,13,34.9,0.728,98.5
10/31/2013,158.3,82.6,70.5,85.9,93.3,93.8,12.8,34.7,0.736,98.4
11/1/2013,158.7,82.7,70.3,85.5,92.2,93.4,12.8,34.1,0.741,98.7
11/4/2013,159.3,83.1,70.4,85.5,92.3,93.6,12.8,34,0.74,98.6
11/5/2013,158.8,82.9,70.2,85,91.2,93.3,12.7,33.7,0.742,98.5
11/6/2013,159.6,83.1,70.3,85,91.3,93.4,12.8,34.2,0.74,98.7
11/7/2013,157.6,82,70.4,84.8,92,93.5,12.7,34,0.745,98.1
11/8/2013,159.7,83.1,70,84.1,89.8,92.9,12.5,34,0.748,99.1
11/11/2013,159.7,83.1,69.9,83.6,89.5,92.8,12.5,34.3,0.746,99.2
11/12/2013,159.4,83,69.9,83.1,89.9,92.9,12.3,33.6,0.744,99.6
11/13/2013,160.7,83.7,70,83.4,90.2,93.1,12.4,33.9,0.742,99.3
11/14/2013,161.5,84.1,70.2,84,90.8,93.4,12.5,33.9,0.743,100
11/15/2013,162.2,84.5,70.3,84.4,91,93.4,12.5,33.9,0.741,100.2
11/18/2013,161.6,84.1,70.4,84.8,91.5,93.7,12.4,33.6,0.74,100
11/19/2013,161.3,83.9,70.3,84.1,90.8,93.5,12.4,33.7,0.739,100.1
11/20/2013,160.8,83.6,70.1,83.9,89.3,93.3,12.1,33.6,0.744,100
11/21/2013,162.1,84.3,70.1,83.8,89.4,93.2,12.1,34.2,0.742,101.2
11/22/2013,162.9,84.8,70.2,84,90.3,93.3,12.1,34,0.738,101.3
11/25/2013,162.7,84.7,70.3,84.7,90.5,93.3,12.1,33.8,0.74,101.7
11/26/2013,162.8,84.7,70.3,84.6,90.9,93.3,12.1,33.7,0.737,101.3
11/27/2013,163.1,85,70.3,84.3,90.7,93.2,12,33.2,0.736,102.2
11/28/2013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.735,102.3
11/29/2013,163,84.9,70.3,84.2,90.7,93.2,12.1,33.5,0.736,102.4
12/2/2013,162.6,84.7,70,83.4,90,92.9,11.8,33.7,0.739,102.9
12/3/2013,161.9,84.4,70.1,83.7,90.4,92.8,11.9,34.5,0.736,102.5
12/4/2013,161.9,84.3,70,83.2,89.5,92.6,12.1,34.9,0.736,102.4
12/5/2013,161.2,84,69.9,83.5,89.2,92.5,11.9,34.9,0.732,101.8
12/6/2013,163,84.9,70,83.9,89.7,92.7,11.9,35.1,0.73,102.9
12/9/2013,163.4,85.1,70.1,84.1,89.9,92.8,12,34.9,0.728,103.3
12/10/2013,162.8,84.8,70.2,84.5,90.5,93.1,12.3,35.3,0.727,102.9
12/11/2013,161,83.7,70.1,84.1,89.8,92.8,12.2,35,0.725,102.4
12/12/2013,160.5,83.6,69.9,84.2,89.5,92.7,11.9,35,0.727,103.4
12/13/2013,160.4,83.6,70,84.3,89.9,92.7,12,34.6,0.728,103.2
12/16/2013,161.4,84.2,70,84.4,89.6,92.7,12,34.9,0.727,103
12/17/2013,160.9,83.9,70.1,84.6,90,92.9,11.9,34.9,0.726,102.7
12/18/2013,163.7,85.3,70.1,84.6,89.5,92.6,11.8,35,0.731,104.3
12/19/2013,163.5,85.2,70,84.5,89.5,92.4,11.5,35.3,0.732,104.3
12/20/2013,164.4,85.7,70.1,84.6,90.8,92.7,11.7,35.5,0.731,104.1
12/23/2013,165.3,86.3,70,84.9,90.3,92.6,11.6,35.4,0.73,104.1
12/24/2013,165.7,86.5,69.9,84.9,89.6,92.4,11.7,35.5,0.731,104.3
12/25/2013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.731,104.4
12/26/2013,166.5,86.9,69.8,84.7,89.2,92.4,11.7,35.7,0.73,104.8
12/27/2013,166.5,86.8,69.8,84.6,89,92.4,11.8,35.8,0.728,105.2
12/30/2013,166.5,86.9,69.9,84.6,89.6,92.7,11.6,35.5,0.725,105.2
12/31/2013,167.3,87.2,69.9,84.4,89,92.4,11.7,35.3,0.728,105.3
1/1/2014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.727,105.3
1/2/2014,165.7,86.4,69.9,84.5,89.3,92.6,11.9,34.2,0.731,104.8
1/3/2014,165.6,86.4,69.9,84.5,89.3,92.5,12,33.8,0.736,104.9
1/6/2014,165.2,86.2,70,84.9,89.7,92.7,12,33.6,0.734,104.2
1/7/2014,166.2,86.7,70.1,85,89.9,92.9,12,33.6,0.735,104.6
1/8/2014,166.2,86.8,69.8,84.5,89.7,92.6,11.9,33.2,0.737,104.9
1/9/2014,166.3,86.9,70,84.6,90.2,92.8,11.9,33.1,0.735,104.8
1/10/2014,166.8,87.1,70.3,84.9,91.3,93.3,12.1,33.2,0.732,104.2
1/13/2014,164.5,86,70.4,85,91.7,93.4,12.2,32.8,0.731,103
1/14/2014,166.3,87,70.3,85.1,91.3,93.2,12.1,33,0.731,104.2
1/15/2014,167.2,87.4,70.3,85.1,91.2,93.2,12,33.8,0.735,104.6
1/16/2014,167,87.3,70.4,85.2,91.8,93.4,12.1,33.7,0.734,104.4
1/17/2014,166.3,87,70.5,85.2,92.2,93.5,12.2,33.7,0.739,104.3
1/20/2014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.738,104.2
1/21/2014,166.8,87.3,70.5,85.1,92.3,93.5,12,34,0.737,104.3
1/22/2014,166.9,87.5,70.4,84.8,92,93.4,12,34.6,0.738,104.5
1/23/2014,165.5,86.7,70.6,84.4,93.3,93.6,12.3,34.7,0.73,103.3
1/24/2014,162,84.8,70.8,84,94,93.9,12.3,34.6,0.731,102.3
1/27/2014,161.2,84.3,70.6,83.9,93.3,93.7,12.2,34.2,0.731,102.6
1/28/2014,162.2,84.9,70.7,84.3,93.5,93.7,12.2,34.7,0.732,102.9
1/29/2014,160.6,84,70.8,84.1,94.3,94,12.3,34.7,0.732,102.3
1/30/2014,162.3,85,70.8,84,94,94,12.1,35,0.738,102.7
1/31/2014,161.4,84.4,70.9,83.8,94.6,94.2,12.1,34.8,0.742,102
2/3/2014,157.7,82.4,71.2,83.6,95.8,94.5,12.2,34.5,0.739,101
2/4/2014,158.8,83.1,71,84.2,94.8,94.4,12.2,34.7,0.74,101.6
2/5/2014,158.6,82.9,70.9,84.4,93.9,94.2,12.2,34.7,0.739,101.5
2/6/2014,160.7,84,70.9,84.6,93.5,94.1,12.2,34.9,0.736,102.1
2/7/2014,162.7,85,71,85.1,93.6,94.2,12.3,35.6,0.734,102.3
2/10/2014,163,85.1,71,85,93.8,94.4,12.4,35.6,0.733,102.3
2/11/2014,164.8,86.1,70.9,85,93.3,94.1,12.5,35.6,0.733,102.6
2/12/2014,164.9,86.2,70.7,85,92.8,94,12.5,35.8,0.736,102.5
2/13/2014,165.7,86.8,70.9,85,93.3,94.1,12.6,35.9,0.731,102.2
2/14/2014,166.7,87.2,70.9,85.1,93.4,94.1,12.8,35.9,0.73,101.8
2/17/2014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.73,101.9
2/18/2014,166.9,87.4,71,85.1,93.6,94.1,12.8,36.7,0.727,102.4
2/19/2014,165.8,86.8,70.9,85,93.2,94.1,12.7,36.9,0.728,102.3
2/20/2014,166.7,87.4,70.9,84.8,93,93.9,12.8,36.9,0.729,102.3
2/21/2014,166.5,87.4,71,85.2,93.5,94,12.8,36.7,0.728,102.5
2/24/2014,167.5,87.9,70.9,85.7,93.2,94,13,36.8,0.728,102.5
2/25/2014,167.4,87.8,71.1,85.8,94.1,94.2,13,36.6,0.728,102.2
2/26/2014,167.4,87.9,71.2,85.8,94.6,94.4,12.9,36.8,0.731,102.4
2/27/2014,168.3,88.4,71.3,86.2,95.1,94.5,12.9,36.7,0.729,102.1
2/28/2014,168.7,88.5,71.3,86.6,95.1,94.5,12.9,36.7,0.725,101.8
3/3/2014,167.5,87.9,71.4,85.9,95.8,94.7,13.1,37.5,0.728,101.5
3/4/2014,169.9,89.3,71.2,86.4,94.3,94.3,13,37.1,0.728,102.2
3/5/2014,170,89.3,71.3,86.5,94.5,94.2,13,36.2,0.728,102.3
3/6/2014,170.4,89.5,71.1,86.4,93.6,94.1,13.1,36.6,0.722,103.1
3/7/2014,170.5,89.4,70.9,86.2,93,93.9,13,36.8,0.721,103.3
3/10/2014,170.4,89.4,70.9,86,93.2,94,13,36.3,0.721,103.3
3/11/2014,169.6,88.9,70.9,85.9,93.4,94,13.1,35.8,0.722,103
3/12/2014,169.6,88.9,71.1,85.9,94,94.3,13.3,35.4,0.719,102.8
3/13/2014,167.7,87.9,71.3,85.7,95.3,94.6,13.3,35.3,0.721,101.8
3/14/2014,167.2,87.8,71.2,85.9,95.3,94.5,13.4,35.5,0.719,101.4
3/17/2014,168.8,88.5,71.1,86,94.6,94.3,13.3,35.2,0.718,101.8
3/18/2014,170,89.2,71.2,86.2,95,94.4,13.1,35.6,0.718,101.4
3/19/2014,169.1,88.7,70.9,86.2,94.2,93.9,12.9,35.7,0.723,102.3
3/20/2014,170,89.2,70.8,86.1,94.1,93.8,12.9,35.6,0.726,102.4
3/21/2014,169.4,88.9,71,86,95.1,93.9,12.9,35.8,0.725,102.3
3/24/2014,168.7,88.3,71,86.3,95.8,93.9,12.7,35.8,0.723,102.2
3/25/2014,169.5,88.7,71,86.5,95.4,94,12.7,35.8,0.723,102.3
3/26/2014,168.3,87.9,71.2,86.8,96.1,94.1,12.6,36.1,0.726,102
3/27/2014,167.9,87.7,71.3,87.4,96.6,94.2,12.5,36.5,0.728,102.2
3/28/2014,168.7,88.1,71.1,87.3,96.1,94.1,12.5,36.6,0.727,102.8
3/31/2014,170.1,89,71.1,87.7,95.8,94.1,12.4,36.6,0.726,103.2
4/1/2014,171.2,89.7,71.1,88.2,95,94,12.4,35.8,0.725,103.7
4/2/2014,171.8,90,70.9,87.7,94.5,93.8,12.5,35.8,0.726,103.9
4/3/2014,171.6,89.7,71,87.6,94.9,93.9,12.5,36.1,0.729,103.9
4/4/2014,169.6,88.5,71.2,88.2,95.5,94.2,12.6,36.4,0.73,103.3
4/7/2014,167.7,87.4,71.3,87.9,96.1,94.4,12.6,36.3,0.728,103.1
4/8/2014,168.4,87.8,71.4,88.4,96.3,94.5,12.7,36.9,0.725,101.8
4/9/2014,170.2,88.9,71.4,88.4,95.9,94.6,12.7,37.2,0.722,102
4/10/2014,166.6,86.9,71.6,88.8,96.7,94.8,12.8,37.2,0.72,101.5
4/11/2014,165.1,86.1,71.6,88.7,97.5,95,12.8,37.2,0.72,101.6
4/14/2014,166.4,86.6,71.6,88.5,97.3,94.9,12.9,37.4,0.724,101.9
4/15/2014,167.6,87.2,71.7,88.2,97.9,94.8,12.6,37.4,0.724,101.9
4/16/2014,169.3,88.1,71.6,88.5,98,94.7,12.6,37.5,0.724,102.2
4/17/2014,169.6,88.3,71.4,88.6,96.9,94.4,12.6,37.7,0.724,102.4
4/18/2014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.724,102.4
4/21/2014,170.1,88.7,71.4,88.7,96.8,94.5,12.5,37.6,0.725,102.6
4/22/2014,170.9,89.1,71.4,88.6,97.2,94.4,12.5,37,0.724,102.6
4/23/2014,170.5,88.9,71.6,88.5,97.7,94.6,12.5,36.9,0.724,102.5
4/24/2014,170.9,89,71.6,88.4,97.9,94.8,12.5,37.1,0.723,102.3
4/25/2014,169.5,88.2,71.6,88.1,98.1,94.8,12.6,36.6,0.723,102.2
4/28/2014,170,88.3,71.5,88.2,97.6,94.7,12.6,36.7,0.722,102.5
4/29/2014,170.8,88.7,71.6,88.5,97.4,94.8,12.6,36.7,0.724,102.6
4/30/2014,171.3,89,71.7,88.6,97.9,94.9,12.5,36.3,0.721,102.2
5/1/2014,171.3,89.1,71.9,88.6,98.9,95.2,12.5,36.2,0.721,102.3
5/2/2014,171.1,89,72,88.8,99.5,95.3,12.6,36.3,0.721,102.2
5/5/2014,171.4,89.1,71.9,88.8,98.9,95.2,12.7,36.1,0.721,102.1
5/6/2014,169.9,88.3,72,89.1,99.3,95.3,12.7,36.2,0.718,101.7
5/7/2014,170.9,88.7,72,89.8,99,95.5,12.5,36.6,0.719,101.9
5/8/2014,170.7,88.5,72,90.2,98.5,95.6,12.5,36.5,0.723,101.7
5/9/2014,171,88.7,71.9,90,98.2,95.5,12.5,36.4,0.727,101.9
5/12/2014,172.6,89.7,71.9,90,97.8,95.2,12.6,36.6,0.727,102.1
5/13/2014,172.8,89.7,72,90,98.7,95.3,12.5,37,0.73,102.3
5/14/2014,172,89.2,72.2,90.4,99.7,95.7,12.7,37.2,0.729,101.9
5/15/2014,170.5,88.4,72.3,90.4,100.5,95.8,12.6,37,0.729,101.6
5/16/2014,171.1,88.7,72.3,90.3,100.2,95.7,12.5,37.2,0.73,101.5
5/19/2014,171.7,89.1,72.3,90.5,99.5,95.6,12.5,37.4,0.729,101.5
5/20/2014,170.6,88.5,72.3,90.5,99.7,95.8,12.5,37.5,0.73,101.3
5/21/2014,172,89.2,72.3,90.4,99.1,95.8,12.5,38,0.731,101.4
5/22/2014,172.5,89.5,72.2,90.6,99,95.8,12.5,38,0.732,101.7
5/23/2014,173.2,89.9,72.3,90.6,99.5,95.9,12.5,38.2,0.734,102
5/26/2014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.733,101.9
5/27/2014,174.2,90.5,72.4,90.7,100.1,96,12.3,38.1,0.734,102
5/28/2014,174.1,90.4,72.6,91.2,101.3,96.3,12.2,37.7,0.736,101.9
5/29/2014,175,90.9,72.5,91.6,100.8,96.2,12.2,37.9,0.735,101.8
5/30/2014,175.3,90.9,72.5,91.7,100.7,96.1,12.1,37.7,0.734,101.8
6/2/2014,175.5,91,72.3,91.7,100,95.9,12,37.5,0.736,102.4
6/3/2014,175.4,91,72.1,91,98.8,95.7,12.1,37.6,0.734,102.5
6/4/2014,175.7,91.2,72.1,91,98.7,95.7,12.1,37.5,0.735,102.8
6/5/2014,176.9,91.9,72.2,91.2,98.8,95.8,12.1,37.6,0.732,102.4
6/6/2014,177.7,92.4,72.2,92,98.8,95.9,12.1,37.6,0.733,102.5
6/9/2014,177.9,92.6,72.1,91.9,98.6,95.8,12.1,38.2,0.736,102.5
6/10/2014,177.9,92.5,72,91.6,98.3,95.7,12.2,38.3,0.738,102.4
6/11/2014,177.3,92.2,72,91.3,98.4,95.7,12.2,38.3,0.739,102.1
6/12/2014,176.1,91.6,72.2,91.2,99.3,95.9,12.4,39.1,0.738,101.7
6/13/2014,176.6,91.9,72.2,91.3,99.3,95.8,12.4,39.1,0.739,102
6/16/2014,176.7,91.9,72.2,90.8,99.5,95.8,12.3,39.2,0.737,101.8
6/17/2014,177.2,92.3,72,90.5,98.7,95.7,12.3,39,0.738,102.2
6/18/2014,178.5,93,72.2,91.2,99.5,95.9,12.4,39,0.736,101.9
6/19/2014,178.7,93.1,72.1,91,98.2,95.9,12.8,39.1,0.735,101.9
6/20/2014,179.1,93.3,72.2,91.2,99,95.9,12.7,39.3,0.735,102.1
6/23/2014,179,93.3,72.1,91.4,98.7,96,12.8,39.2,0.735,101.9
6/24/2014,178,92.6,72.3,91.8,99.7,96.1,12.8,39.1,0.735,102
6/25/2014,178.8,93.1,72.4,92,99.9,96.2,12.8,39.3,0.734,101.9
6/26/2014,178.6,93,72.5,91.9,100.4,96.3,12.8,39,0.735,101.7
6/27/2014,179,93.3,72.5,92,100.2,96.3,12.8,39,0.733,101.4
6/30/2014,178.9,93.3,72.5,91.7,100.5,96.3,12.9,38.9,0.731,101.3
7/1/2014,180.1,94,72.4,91.6,99.6,96.2,12.9,38.9,0.731,101.5
7/2/2014,180.3,93.9,72.2,91.5,98.6,95.9,12.9,38.4,0.732,101.8
7/3/2014,181.2,94.4,72.1,91.4,98.2,95.8,12.8,38.3,0.735,102.2
7/4/2014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.736,102.1
7/7/2014,180.5,93.9,72.2,91.6,98.9,96,12.8,38.2,0.735,101.9
7/8/2014,179.4,93.2,72.3,92.2,100.1,96.1,12.8,38.2,0.735,101.6
7/9/2014,180.2,93.6,72.4,92.4,100.1,96.1,12.9,37.7,0.733,101.6
7/10/2014,179.5,93.2,72.4,92.2,100.2,96.1,13,37.9,0.735,101.3
7/11/2014,179.7,93.3,72.5,92.3,100.8,96.3,13,37.2,0.735,101.3
7/14/2014,180.6,93.7,72.4,92.1,100.4,96.1,12.7,37.3,0.734,101.5
7/15/2014,180.3,93.5,72.4,92,100.2,96,12.5,36.9,0.737,101.7
7/16/2014,180.9,93.7,72.4,91.9,100.7,96,12.6,37.3,0.739,101.7
7/17/2014,178.9,92.6,72.6,91.7,102,96.3,12.8,37.8,0.739,101.2
7/18/2014,180.7,93.6,72.6,92,101.6,96,12.7,37.7,0.74,101.3
7/21/2014,180.4,93.4,72.6,92.2,102.1,96.3,12.7,38.1,0.739,101.4
7/22/2014,181.2,93.9,72.7,92.4,102.3,96.3,12.7,38,0.743,101.5
7/23/2014,181.6,94.1,72.6,92.9,102.2,96.3,12.6,38.2,0.743,101.5
7/24/2014,181.6,94.1,72.5,92.7,101.5,96,12.5,37.8,0.743,101.8
7/25/2014,180.7,93.6,72.6,92.6,102.7,96.1,12.7,37.8,0.745,101.8
7/28/2014,180.8,93.6,72.6,92.3,102.5,96.2,12.7,37.6,0.744,101.9
7/29/2014,180,93.3,72.7,92.2,102.9,96.2,12.6,37.4,0.746,102.1
7/30/2014,180,93.3,72.4,92.1,101.5,95.9,12.6,36.9,0.747,102.8
7/31/2014,176.5,91.4,72.3,91.5,101.2,95.9,12.4,36.3,0.747,102.8
8/1/2014,175.9,91.2,72.6,90.8,101.9,96.2,12.5,36.2,0.745,102.6
8/4/2014,177.2,91.8,72.7,91.1,101.7,96.2,12.5,36.5,0.745,102.6
8/5/2014,175.5,91,72.6,91,102,96.2,12.5,36.2,0.748,102.6
8/6/2014,175.6,91,72.7,90.8,102.1,96.2,12.7,36,0.747,102.1
8/7/2014,174.6,90.6,72.8,90.7,103,96.4,12.7,36.2,0.748,102.1
8/8/2014,176.6,91.6,72.8,91,102.8,96.3,12.7,36.1,0.746,102
8/11/2014,177.1,91.9,72.8,91.2,102.8,96.4,12.7,36.2,0.747,102.2
8/12/2014,176.9,91.8,72.7,91.3,102.1,96.3,12.7,36,0.748,102.3
8/13/2014,178.1,92.4,72.9,91.5,102.8,96.6,12.7,36,0.748,102.4
8/14/2014,178.9,92.8,72.9,92,103.6,96.6,12.7,35.1,0.748,102.5
8/15/2014,178.9,92.8,73.1,92.2,104.7,96.7,12.6,35.4,0.746,102.4
8/18/2014,180.4,93.7,72.9,92.2,103.7,96.6,12.6,35.1,0.748,102.6
8/19/2014,181.3,94.1,72.9,92.5,103.4,96.4,12.6,34.7,0.751,102.9
8/20/2014,181.8,94.4,72.8,92,103.2,96.3,12.5,34.9,0.754,103.8
8/21/2014,182.3,94.6,72.9,92.1,103.8,96.4,12.4,35.1,0.753,103.9
8/22/2014,182.1,94.4,72.9,92.1,104.4,96.4,12.4,35,0.755,104
8/25/2014,183,94.9,72.9,92.1,104.8,96.5,12.4,34.9,0.758,104.1
8/26/2014,183.1,95.1,72.9,92.4,104.4,96.6,12.4,35,0.76,104.1
8/27/2014,183,95.1,73.1,92.9,105.3,96.7,12.4,35,0.758,103.9
8/28/2014,182.9,95,73.2,92.7,105.9,96.8,12.5,35.3,0.759,103.7
8/29/2014,183.5,95.2,73.2,92.7,105.9,96.8,12.5,35.8,0.762,104.1
9/1/2014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.762,104.4
9/2/2014,183.4,95.3,72.9,92.2,104.1,96.5,12.3,34.8,0.761,105.1
9/3/2014,183.3,95.2,73,92.4,104.7,96.6,12.3,35.6,0.761,104.8
9/4/2014,183,95,72.9,92.4,103.4,96.6,12.2,35.3,0.773,105.3
9/5/2014,183.8,95.4,72.9,92.7,103.2,96.6,12.3,34.9,0.772,105.1
9/8/2014,183.3,95.3,72.8,92.1,103.3,96.5,12.2,34.7,0.776,106
9/9/2014,182.2,94.6,72.7,91.8,103.2,96.5,12.2,34.6,0.773,106.2
9/10/2014,182.9,94.9,72.6,91.8,102.5,96.3,12.1,34.3,0.774,106.9
9/11/2014,183.1,95.1,72.5,91.8,102.2,96.3,12,34.7,0.774,107.1
9/12/2014,182,94.5,72.4,91.3,101.1,96,11.9,34.4,0.772,107.3
9/15/2014,181.9,94.3,72.4,91.1,101.3,96.2,11.9,34.6,0.773,107.2
9/16/2014,183.2,94.9,72.4,91.2,100.9,96.2,12,35.3,0.772,107.1
9/17/2014,183.5,95,72.3,91,100.6,96,11.8,35,0.777,108.4
9/18/2014,184.5,95.5,72.3,91,100.9,96.1,11.9,34.6,0.774,108.7
9/19/2014,184.3,95.3,72.5,91.2,102.2,96.3,11.8,34.6,0.779,109
9/22/2014,182.9,94.4,72.6,91.3,102.3,96.5,11.8,34.2,0.778,108.8
9/23/2014,181.8,93.8,72.6,91.4,103,96.5,11.8,34.4,0.779,108.9
9/24/2014,183.3,94.6,72.6,91.5,102.4,96.4,11.8,35,0.783,109
9/25/2014,180.3,93.1,72.7,91.4,103.6,96.7,11.8,34.8,0.784,108.8
9/26/2014,181.7,93.8,72.7,91.1,103.5,96.6,11.8,35.2,0.788,109.3
9/29/2014,181.4,93.7,72.8,90.7,104.3,96.6,11.8,35.5,0.788,109.5
9/30/2014,180.9,93.2,72.7,90.7,103.7,96.6,11.7,34.4,0.792,109.7
10/1/2014,178.5,92,73.1,91.2,105.7,97,11.8,34.2,0.792,108.9
10/2/2014,178.5,92.1,73,90.9,104.8,96.9,11.8,34.4,0.789,108.4
10/3/2014,180.5,93.1,73,91,105.2,96.9,11.5,33.8,0.799,109.8
10/6/2014,180.3,92.9,73.1,91.2,105.3,97,11.7,34,0.79,108.8
10/7/2014,177.5,91.5,73.3,91.2,106.7,97.3,11.7,33.4,0.789,108
10/8/2014,180.6,93,73.5,91.5,106.7,97.5,11.8,33,0.785,108.1
10/9/2014,177,91.1,73.4,91.5,106.3,97.2,11.8,32.1,0.788,107.8
10/10/2014,175,89.9,73.5,91.3,107.3,97.4,11.9,32.2,0.792,107.7
10/13/2014,172.1,88.5,73.7,91.1,108,97.5,11.9,32,0.784,106.9
10/14/2014,172.4,88.8,73.8,91.4,108.7,97.7,11.9,30.9,0.79,107.1
10/15/2014,171.2,88.3,73.9,91.4,109.5,97.8,12,30.7,0.779,105.9
10/16/2014,171,88.5,73.8,91.4,108.8,97.7,12,31.1,0.781,106.3
10/17/2014,173.1,89.4,73.8,91.9,108.2,97.5,12,31.3,0.784,106.9
10/20/2014,174.8,90.3,73.8,92.1,108.6,97.7,12.1,31.1,0.781,107
10/21/2014,178.2,92.1,73.7,91.9,107.8,97.7,12.1,31.3,0.786,107
10/22/2014,176.9,91.4,73.7,92.1,107.9,97.7,12,30.6,0.791,107.1
10/23/2014,179,92.5,73.5,91.9,106.9,97.6,11.9,31.1,0.791,108.3
10/24/2014,180.4,93.2,73.5,92,107,97.6,11.9,30.9,0.789,108.2
10/27/2014,180.1,93,73.5,92.1,107.2,97.7,11.9,30.6,0.788,107.8
10/28/2014,182.2,94.2,73.5,92.4,106.6,97.6,11.9,30.8,0.785,108.2
10/29/2014,181.9,94.1,73.3,92.1,106.8,97.5,11.7,31.2,0.792,108.9
10/30/2014,183.1,94.7,73.4,92.3,106.9,97.6,11.6,30.8,0.793,109.2
10/31/2014,185.2,95.8,73.3,92.4,106.6,97.6,11.4,30.6,0.798,112.3
11/3/2014,185.3,95.9,73.2,92.1,106.6,97.4,11.3,29.8,0.801,114.1
11/4/2014,184.6,95.5,73.2,91.8,106.9,97.5,11.3,29.3,0.797,113.6
11/5/2014,185.8,96,73.3,91.8,106.8,97.4,11.1,30,0.801,114.6
11/6/2014,186.6,96.4,73.1,91.7,106.1,97.4,11.1,29.6,0.808,115.2
11/7/2014,186.7,96.5,73.4,91.9,107.3,97.7,11.4,29.8,0.803,114.6
11/10/2014,187.3,96.8,73.2,91.8,106.3,97.5,11.1,29.3,0.805,114.9
11/11/2014,187.5,96.9,73.3,91.7,106.4,97.5,11.3,29.4,0.802,115.8
11/12/2014,187.3,96.9,73.3,91.7,106.3,97.5,11.2,29.1,0.804,115.5
11/13/2014,187.5,96.8,73.3,91.7,106.6,97.6,11.2,28.3,0.802,115.8
11/14/2014,187.6,96.9,73.3,91.6,107.1,97.7,11.5,28.8,0.798,116.3
11/17/2014,187.7,96.8,73.3,91.3,106.8,97.7,11.5,28.7,0.803,116.7
11/18/2014,188.8,97.4,73.4,91.5,107.1,97.8,11.6,28.2,0.798,116.9
11/19/2014,188.5,97.2,73.2,91.6,106.4,97.7,11.5,28.3,0.797,118
11/20/2014,188.8,97.4,73.3,91.9,107,97.8,11.6,28.7,0.798,118.2
11/21/2014,189.8,98,73.5,92.2,107.6,97.9,11.6,29.1,0.807,117.8
11/24/2014,190.3,98.3,73.5,92.2,107.7,98,11.6,28.7,0.804,118.3
11/25/2014,190.2,98.3,73.6,92.3,108.6,98.1,11.6,28,0.802,118
11/26/2014,190.7,98.5,73.7,92.6,108.9,98.1,11.6,27.9,0.8,117.7
11/27/2014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.802,117.7
11/28/2014,190.3,98.2,73.9,92.1,109.8,98.2,11.3,25.6,0.803,118.6
12/1/2014,188.9,97.3,73.8,91.5,109.1,98.1,11.8,26.3,0.802,118.4
12/2/2014,190.2,98,73.6,91.5,108.1,97.9,11.6,25.6,0.808,119.2
12/3/2014,190.9,98.4,73.6,91.6,108.5,98,11.7,25.6,0.812,119.8
12/4/2014,190.7,98.3,73.7,91.7,109.4,98.1,11.7,25.3,0.808,119.8
12/5/2014,191,98.5,73.5,91.3,108.8,97.7,11.5,25,0.814,121.5
