Date,SPY,VTI,BND,EMB,TLT,MBB,IAU,USO,USDEUR,USDJPY
12/18/2007,115.5,57.7,53.4,#N/A,64.5,72.8,7.9,71.1,0.694,113.4
12/19/2007,115.5,57.6,53.7,58,65.3,73.2,7.9,72.2,0.695,113.4
12/20/2007,116.3,58,53.7,58,65.2,73.1,7.9,72.1,0.698,113.1
12/21/2007,117.9,58.9,53.3,57.9,64.2,72.8,8,73.8,0.695,114.1
12/24/2007,118.8,59.5,53.3,58,63.9,72.6,8,74,0.695,114.3
12/25/2007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.694,114.1
12/26/2007,119.1,59.5,53.2,58.1,63.4,72.5,8.2,75.9,0.69,114.3
12/27/2007,117.6,58.8,53.4,58,64.1,72.8,8.2,76.3,0.684,113.7
12/28/2007,117.3,58.6,53.6,58.1,65.1,73.3,8.3,75.9,0.679,112.3
12/31/2007,116.4,58.3,54.1,58.1,65.5,73.3,8.2,75.8,0.686,111.8
1/1/2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.685,111.7
1/2/2008,115.4,57.6,54.1,58.2,66.4,73.8,8.5,78.5,0.68,109.7
1/3/2008,115.3,57.5,54.2,58.3,66.3,73.8,8.6,78.4,0.678,109.3
1/4/2008,112.5,56,54.2,58.4,66.3,73.9,8.5,77.3,0.678,108.6
1/7/2008,112.4,56,54.2,58.5,66.6,74.1,8.5,75.5,0.681,109.2
1/8/2008,110.6,55,54.3,58.6,66.5,74,8.7,76.1,0.68,108.9
1/9/2008,111.8,55.6,54.2,58.6,66.7,74.1,8.7,75.3,0.682,110.1
1/10/2008,112.5,55.9,54.2,58.6,65.8,73.9,8.8,74,0.676,109.3
1/11/2008,111.6,55.4,54.4,58.4,66.3,74.3,8.9,73.1,0.677,108.8
1/14/2008,112.5,55.9,54.5,58.6,66.5,74.3,9,74.3,0.673,108.2
1/15/2008,110,54.6,54.6,58.7,67.3,74.5,8.8,72.8,0.676,106.8
1/16/2008,109.1,54.3,54.5,58.8,66.8,74.2,8.7,71.9,0.683,107.6
1/17/2008,106.2,52.8,54.8,58.8,67.6,74.5,8.7,71,0.683,106.5
1/18/2008,105.1,52.4,54.7,58.8,67.2,74.4,8.8,71.5,0.684,106.9
1/21/2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.692,106
1/22/2008,104.1,51.8,55.1,58.5,67.9,74.8,8.8,70.6,0.684,106.4
1/23/2008,106.6,53.2,55,58.5,67.7,74.7,8.8,69.5,0.684,106.7
1/24/2008,107.5,53.5,54.6,58.5,66.4,74.2,9,70.9,0.678,107.2
1/25/2008,105.9,52.7,55,58.6,67.5,74.5,9,71.9,0.681,106.7
1/28/2008,107.7,53.8,54.8,58.6,67.3,74.5,9.2,72.4,0.677,106.9
1/29/2008,108.2,54.1,54.7,58.5,66.8,74.4,9.1,73,0.677,107.1
1/30/2008,107.4,53.6,54.7,58.7,66.4,74.4,9.2,73.1,0.673,106.2
1/31/2008,109.4,54.7,54.8,58.7,66.8,74.6,9.2,72.4,0.673,106.5
2/1/2008,111.1,55.6,55,58.7,67.2,74.6,8.9,70.5,0.676,106.5
2/4/2008,109.7,54.9,54.8,58.7,66.5,74.5,8.9,71.4,0.674,106.7
2/5/2008,106.8,53.3,54.9,58.6,67,74.7,8.8,70.2,0.683,106.8
2/6/2008,105.9,52.9,54.8,58.6,66.8,74.6,8.9,69,0.684,106.5
2/7/2008,106.6,53.4,54.5,58.4,65.4,74.3,9,69.8,0.69,107.5
2/8/2008,105.9,53.1,54.6,58.2,66.2,74.5,9.1,72.9,0.689,107.3
2/11/2008,106.5,53.4,54.8,58.2,66.4,74.5,9.2,74.6,0.689,107
2/12/2008,107.5,53.9,54.7,58.2,66,74.4,9,73.6,0.686,107.3
2/13/2008,108.6,54.5,54.4,58.3,65.3,74.2,9,74.1,0.686,108.3
2/14/2008,107.6,53.8,54.1,58.3,64.4,73.8,9,75.8,0.683,107.9
2/15/2008,107.6,53.8,54.2,58.4,64.9,73.8,8.9,75.9,0.681,107.8
2/18/2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.682,108.2
2/19/2008,107.9,54,53.7,57.9,64.2,73.2,9.2,78.8,0.679,107.8
2/20/2008,108.2,54.2,53.7,#N/A,64.7,73.3,9.3,79.3,0.68,108.1
2/21/2008,107.3,53.6,54.2,57.9,65.3,73.7,9.3,77.3,0.675,107.4
2/22/2008,108,53.9,54.1,58.1,65,73.4,9.4,78.6,0.674,107.2
2/25/2008,109.3,54.8,53.8,58.2,64.3,73.1,9.3,78.7,0.674,108.1
2/26/2008,110.2,55.1,54,58.2,64.3,73.3,9.4,80.1,0.668,107.3
2/27/2008,110,55.1,54.1,58.3,64.4,73.7,9.5,78.9,0.661,106.5
2/28/2008,109,54.5,54.5,58.3,65.5,74.2,9.6,81.5,0.658,105.4
2/29/2008,106.5,53.3,54.8,58.5,66.5,74.5,9.6,80.4,0.659,103.7
3/3/2008,106.3,53.1,54.7,58.5,66.4,74.3,9.7,81.3,0.658,103.5
3/4/2008,105.9,52.9,54.4,58.4,65.7,73.8,9.5,79.4,0.657,103.4
3/5/2008,106.6,53.2,54.1,58.5,64.9,73.1,9.8,83.3,0.655,104
3/6/2008,104.3,52.1,54,58.4,65.3,72.9,9.6,83.9,0.65,102.7
3/7/2008,103.3,51.6,54.2,58.3,65.4,73.4,9.6,83.7,0.651,102.7
3/10/2008,101.9,50.8,54.4,58.3,66.3,73.6,9.6,85.6,0.652,101.8
3/11/2008,105.6,52.6,54,58.3,65.8,73.6,9.6,86.3,0.652,103.4
3/12/2008,104.6,52.1,54.5,58.3,67,74.4,9.7,86.9,0.643,101.8
3/13/2008,104.8,52.4,54.3,58.2,66.5,74.1,9.9,87.2,0.64,100.7
3/14/2008,103.2,51.5,54.5,58.4,67.3,74.4,9.9,86.5,0.638,99.1
3/17/2008,102.2,50.9,54.7,58.3,67.8,75.2,9.9,83.3,0.636,97.3
3/18/2008,106.4,53,54.8,58.6,67.6,74.8,9.7,85.8,0.64,99.9
3/19/2008,103.8,51.6,54.8,58.7,68.7,75.1,9.4,82.3,0.64,99
3/20/2008,105.7,52.6,55,58.6,68.9,75.1,9,81.3,0.648,99.5
3/21/2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.648,99.6
3/24/2008,107.8,53.8,54.7,58.7,67.5,74.5,9,80.3,0.648,100.8
3/25/2008,107.9,53.9,54.8,58.5,67.8,74.6,9.3,81.5,0.639,100
3/26/2008,106.6,53.2,54.8,58.7,67.5,74.7,9.4,84.8,0.631,99.2
3/27/2008,106.2,53,54.8,58.6,67.1,74.6,9.4,85.7,0.634,99.7
3/28/2008,105.2,52.6,54.9,58.5,67.7,74.8,9.2,84.4,0.633,99.2
3/31/2008,105.6,52.8,55.1,58.5,67.9,74.9,9.1,81.4,0.633,99.7
4/1/2008,109.3,54.6,54.5,58.4,66.8,74.6,8.7,81.1,0.64,101.9
4/2/2008,109.4,54.7,54.4,58.6,67,74.4,8.9,83.8,0.638,102.4
4/3/2008,109.7,54.7,54.4,58.7,67.1,74.7,9,83.7,0.638,102.3
4/4/2008,109.5,54.7,54.9,58.9,67.7,75.1,9,84.9,0.635,101.5
4/7/2008,109.6,54.8,54.7,59,67.4,74.9,9.1,86.9,0.637,102.4
4/8/2008,109.5,54.7,54.7,59,67.2,74.9,9.1,87.2,0.636,102.7
4/9/2008,108.7,54.2,54.9,59,67.9,75,9.2,88.9,0.632,101.8
4/10/2008,108.8,54.5,54.8,59.2,67.6,75,9.2,88.2,0.635,102
4/11/2008,106.7,53.3,55.1,59.2,68.1,75.2,9.1,88.5,0.633,101
4/14/2008,106.4,53.2,54.9,59.3,67.7,75,9.1,89.6,0.632,101.1
4/15/2008,106.6,53.4,54.7,59.3,66.8,74.7,9.2,91.4,0.633,101.8
4/16/2008,109.5,54.7,54.4,59.4,66.2,74.3,9.3,92.2,0.627,101.8
4/17/2008,109.7,54.8,54.4,59.3,66.1,74.3,9.3,92.4,0.629,102.5
4/18/2008,110.8,55.6,54.4,59.2,66,74.5,9.1,93.8,0.632,103.7
4/21/2008,110.9,55.4,54.5,59.2,66.3,74.7,9,94.4,0.628,103.3
4/22/2008,110.4,55,54.6,59.1,66.5,74.9,9,95.1,0.625,103
4/23/2008,110.2,55.2,54.6,59,66.3,74.7,8.9,95.2,0.629,103.4
4/24/2008,110.7,55.5,54.3,59,65.7,74.5,8.7,93.2,0.638,104.3
4/25/2008,111.7,55.9,54.3,58.9,65.3,74.4,8.7,95.7,0.64,104.4
4/28/2008,111.7,55.9,54.5,58.8,65.5,74.6,8.8,95.7,0.639,104.2
4/29/2008,111.3,55.6,54.4,58.8,65.8,74.7,8.6,93,0.642,104
4/30/2008,110.6,55.4,54.9,59.2,66.3,75,8.6,92.5,0.64,103.9
5/1/2008,112.9,56.4,54.9,59.3,66.3,75,8.4,90.4,0.646,104.4
5/2/2008,113.2,56.5,54.7,59.5,65.4,74.8,8.5,93.4,0.648,105.4
5/5/2008,112.7,56.3,54.8,59.5,65.4,74.9,8.6,96.7,0.645,104.9
5/6/2008,113.7,56.7,54.6,59.4,65,74.8,8.7,98.4,0.644,104.8
5/7/2008,111.6,55.9,54.7,59.3,65.2,75,8.6,99.8,0.65,104.7
5/8/2008,111.3,55.8,55,59.3,65.8,75.1,8.7,100.7,0.65,103.7
5/9/2008,111.1,55.8,55,59.4,66.1,75.1,8.7,102.1,0.646,102.9
5/12/2008,112.4,56.4,54.9,59.3,66,74.9,8.7,100.1,0.643,103.8
5/13/2008,112.4,56.4,54.6,59.2,65.2,74.6,8.5,101.7,0.646,104.8
5/14/2008,112.6,56.6,54.7,59.1,65.3,74.7,8.5,100.2,0.646,105
5/15/2008,114,57.2,54.9,59.3,65.9,75.1,8.7,100.2,0.647,104.8
5/16/2008,114.1,57.3,54.8,59.5,65.6,75,8.9,102.3,0.642,104.1
5/19/2008,114.5,57.4,55,59.5,65.7,75.2,8.9,102.8,0.645,104.3
5/20/2008,113.5,56.9,55,59.6,66,75.4,9.1,104.3,0.639,103.7
5/21/2008,111.6,56,55,59.6,66,75.2,9.2,108.3,0.633,103.1
5/22/2008,111.6,56.2,54.7,59.4,65.3,74.9,9.1,105.6,0.636,104.1
5/23/2008,110.1,55.3,55,59.5,65.5,75,9.1,107,0.634,103.4
5/26/2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.634,103.4
5/27/2008,110.9,55.8,54.7,59.5,65.1,74.9,8.9,104.3,0.637,104.2
5/28/2008,111.5,56.2,54.4,59.4,64.5,74.5,8.9,105.9,0.64,104.7
5/29/2008,112,56.4,54.3,59.2,64.1,74.3,8.7,102.3,0.644,105.5
5/30/2008,112.3,56.5,54.3,59.3,64.5,74.4,8.7,103.1,0.643,105.5
6/2/2008,111.1,56.1,54.6,59.3,64.7,74.6,8.8,103.1,0.644,104.4
6/3/2008,110.5,55.8,54.8,59.4,65.2,74.8,8.7,100.7,0.648,105.1
6/4/2008,110.4,55.9,54.5,59.5,64.6,74.4,8.7,99,0.648,105.2
6/5/2008,112.6,57,54.3,59.4,64.2,74.1,8.7,104,0.641,105.9
6/6/2008,109.1,55.2,54.6,59.4,65.1,74.4,8.9,112.2,0.634,104.9
6/9/2008,109.3,55.3,54.1,59.4,65.1,74,8.8,109.1,0.639,106.3
6/10/2008,108.8,55,53.8,59.1,64.6,73.5,8.5,107,0.647,107.4
6/11/2008,107.2,54.2,54.1,59.2,64.5,73.9,8.7,111,0.643,107
6/12/2008,107.6,54.3,53.5,58.8,63.8,73.3,8.6,111.3,0.648,108
6/13/2008,108.9,55.1,53.6,58.8,63.7,73.2,8.6,109.2,0.65,108.2
6/16/2008,109,55.2,53.6,58.6,63.7,73.1,8.7,109,0.646,108.2
6/17/2008,108.5,54.8,53.8,58.7,63.8,73.5,8.7,108.7,0.645,107.9
6/18/2008,107.4,54.4,54,58.7,64.4,73.9,8.8,110.9,0.644,107.9
6/19/2008,107.6,54.6,53.9,58.6,64,73.7,8.9,106.9,0.645,108
6/20/2008,105.8,53.7,54,58.6,64.4,73.8,8.9,109.1,0.641,107.3
6/23/2008,105.7,53.6,53.8,58.5,64.5,73.6,8.7,110.9,0.644,107.9
6/24/2008,105.5,53.3,54,58.4,64.9,73.8,8.8,111,0.642,107.8
6/25/2008,106,53.7,54,58.5,65,73.8,8.7,108.5,0.638,107.8
6/26/2008,103.1,52.1,54,58.3,65.4,73.9,9,113.1,0.635,106.8
6/27/2008,102.6,52,54.2,58,66.2,74.3,9.2,113.8,0.633,106.1
6/30/2008,102.9,51.9,54.3,58.1,66.2,74.3,9.1,113.7,0.635,106.2
7/1/2008,103.2,52.2,54.3,57.8,66,74.2,9.3,114.6,0.633,106.1
7/2/2008,101.5,51.1,54.1,57.9,66.4,74,9.3,116.8,0.63,105.9
7/3/2008,101.6,51.1,54.2,57.9,66.2,74,9.2,116.8,0.637,106.7
7/4/2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.637,106.8
7/7/2008,100.5,50.6,54.2,58,66.5,73.9,9.1,115,0.636,107.2
7/8/2008,102.3,51.5,54.5,58,67,74.5,9.1,109.9,0.638,107.5
7/9/2008,100.3,50.5,54.5,58,67.3,74.8,9.2,109.7,0.635,106.8
7/10/2008,100.8,50.8,54.7,57.9,67.3,74.9,9.3,114.3,0.633,107.1
7/11/2008,99.6,50.3,54.3,58.1,66.3,74.4,9.5,117.4,0.627,106.3
7/14/2008,98.7,49.8,54.6,58.1,66.9,74.7,9.6,117.5,0.629,106.1
7/15/2008,97.3,49.2,54.7,58.1,66.9,74.7,9.6,112.4,0.629,104.7
7/16/2008,99.7,50.3,54.2,58,65.7,74.3,9.4,109.3,0.632,105.1
7/17/2008,100.7,50.8,54,58.2,65.3,73.5,9.4,105.5,0.63,106.3
7/18/2008,101.3,51.1,53.9,58.2,65.1,73.3,9.4,104.4,0.631,107
7/21/2008,101.4,51.3,54,58.4,65.3,73.5,9.5,106.7,0.628,106.5
7/22/2008,102.5,51.9,53.8,58.1,65,73.5,9.3,103.3,0.634,107.3
7/23/2008,103.1,52.2,53.8,58.1,64.9,73.5,9.1,100,0.637,107.9
7/24/2008,100.9,51,54.2,58,65.5,74.1,9.2,101.5,0.638,107.3
7/25/2008,100.9,51.1,53.9,58.2,64.8,73.7,9.2,99.3,0.637,107.8
7/28/2008,99.4,50.4,54.2,58.1,65.5,74.2,9.2,100.5,0.635,107.5
7/29/2008,101.5,51.5,54.2,58.3,65.2,73.9,9.1,98,0.642,108.1
7/30/2008,103.4,52.2,54.2,58.4,65.3,74.1,9,102.1,0.642,108.1
7/31/2008,102,51.6,54.4,58.5,65.9,74.3,9,100,0.641,107.9
8/1/2008,101.5,51.4,54.5,58.3,66.1,74.2,9,101,0.642,107.7
8/4/2008,100.5,51,54.4,58.5,65.9,74,8.8,97.5,0.642,108.3
8/5/2008,103.2,52.3,54.1,58.5,65.4,73.7,8.6,95.6,0.647,108.4
8/6/2008,103.7,52.3,54.1,58.5,65.2,73.5,8.7,95.4,0.649,109.8
8/7/2008,102.1,51.6,54.4,58.6,66.2,73.9,8.6,96.4,0.653,109.4
8/8/2008,104,52.7,54.4,58.4,66.4,74.2,8.4,92.7,0.666,110.2
8/11/2008,105.1,53.2,54.2,58.5,65.8,73.7,8.1,92.5,0.671,110.1
8/12/2008,104,52.6,54.4,58.6,66.4,74,8.1,91.5,0.67,109.3
8/13/2008,103.4,52.5,54.3,58.6,66.2,73.8,8.2,93.8,0.67,109.5
8/14/2008,104.2,52.8,54.4,58.6,66.6,74,7.9,92.7,0.675,109.7
8/15/2008,104.7,53.1,54.6,58.7,67.2,74.3,7.8,91.8,0.681,110.5
8/18/2008,103.2,52.3,54.7,58.8,67.4,74.3,7.9,91.3,0.681,110.1
8/19/2008,102.1,51.7,54.6,58.7,67.2,74.4,8.1,92.7,0.677,109.7
8/20/2008,102.6,51.9,54.7,58.7,67.4,74.8,8,94,0.678,109.9
8/21/2008,102.8,52.1,54.7,58.7,67.2,74.7,8.2,98.2,0.671,108.4
8/22/2008,104.3,52.8,54.6,58.8,67.2,74.5,8.1,92.5,0.676,110.1
8/25/2008,102.1,51.7,54.7,58.8,67.9,74.8,8.1,93.1,0.678,109.3
8/26/2008,102.4,51.9,54.8,58.7,67.9,75.2,8.1,93.9,0.682,109.6
8/27/2008,103.4,52.2,54.8,58.8,68,75,8.1,95.7,0.679,109.5
8/28/2008,104.7,53.1,54.9,58.9,68.1,75.2,8.2,93.4,0.68,109.5
8/29/2008,103.6,52.4,54.8,59,67.8,75.1,8.2,92.9,0.682,108.8
9/1/2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.684,108.1
9/2/2008,102.9,52.1,55,59,68.4,75.4,7.9,89.2,0.689,108.6
9/3/2008,102.8,52,55.1,59,68.7,75.3,7.9,88.4,0.69,108.3
9/4/2008,99.7,50.5,55.1,58.9,69.2,75.6,7.8,87,0.698,107.1
9/5/2008,100.1,50.8,55.1,58.8,69.2,75.5,7.9,86.1,0.701,107.7
9/8/2008,102.1,51.6,55.5,58.8,69.5,76.8,7.9,85.9,0.708,108.3
9/9/2008,99.1,49.8,55.6,58.7,70.2,76.8,7.6,82.4,0.708,106.8
9/10/2008,99.5,50.2,55.6,58.7,69.7,76.6,7.4,83,0.714,107.7
9/11/2008,100.9,50.9,55.6,58.5,69.7,76.7,7.3,81.5,0.714,107.2
9/12/2008,101.4,51.4,55.4,58.2,68.8,76.4,7.6,81.5,0.703,108
9/15/2008,96.6,49,55.8,57.6,71,76.9,7.8,76.3,0.702,104.7
9/16/2008,98.2,49.7,55.3,56.9,71,76.5,7.7,75,0.708,105.7
9/17/2008,93.8,47.4,55.4,55.6,71.4,76.9,8.6,77.5,0.698,104.7
9/18/2008,96.6,49,54.6,52.7,70.3,76.2,8.3,79.2,0.697,105.4
9/19/2008,100.4,51.4,55.2,55.1,68.1,76.3,8.6,82.6,0.691,107.5
9/22/2008,98.1,49.6,55.1,54.1,68.1,76,8.9,87.6,0.677,105.5
9/23/2008,95.9,48.8,55.3,55.1,67.8,75.8,8.9,86.1,0.683,105.6
9/24/2008,96.2,48.7,55.3,56,68.1,76.1,8.7,84.9,0.684,106.1
9/25/2008,97.7,49.6,55.4,55.7,68,76.2,8.7,86.7,0.685,106.6
9/26/2008,97.7,49.6,54.9,55.8,68.5,75.8,8.7,86.2,0.684,106
9/29/2008,90.1,46.3,55.2,54.8,70.5,75.6,8.9,77.1,0.693,104.2
9/30/2008,93.8,47.5,54.5,54.7,68.8,75.9,8.5,82,0.71,106.1
10/1/2008,93.9,47.5,54.2,54.9,69.6,75.7,8.6,79.6,0.714,105.7
10/2/2008,90.5,45.3,55.3,54.5,70.2,76.3,8.2,75.8,0.724,105.3
10/3/2008,89.2,44.6,55,54.4,70.8,76.4,8.3,75.3,0.726,105.3
10/6/2008,84.7,43.1,54.5,53.7,72.1,75.7,8.5,71.6,0.741,101.8
10/7/2008,80.9,40.5,54.7,52.7,71.9,76.5,8.7,72.5,0.736,101.5
10/8/2008,78.9,39.7,53.9,50.9,70.8,75.8,9,72.3,0.732,99.1
10/9/2008,73.4,37.2,52.2,50.3,70.2,75.8,9.1,69.6,0.735,99.8
10/10/2008,71.6,36.1,50.6,48,69.7,74.7,8.3,66.5,0.746,100.7
10/13/2008,82,40.7,52.7,48.7,68.8,74.2,8.2,67.8,0.736,102
10/14/2008,80.8,40.4,53.4,48.5,68.4,75.1,8.2,65,0.734,102.1
10/15/2008,72.8,36.6,53.1,48.2,69.1,74.1,8.4,60.7,0.741,100
10/16/2008,75.8,38.3,53.1,46.5,68.7,75.2,7.9,59.3,0.743,101.6
10/17/2008,75.4,37.9,53.4,46,68.2,75.6,7.7,59.4,0.746,101.7
10/20/2008,79.9,39.9,53.3,45.6,68.8,76,7.9,61.8,0.749,101.9
10/21/2008,77.5,38.7,54.3,46.2,69.1,76.3,7.6,58.8,0.766,100.1
10/22/2008,73.3,36.5,54.5,43.8,70.5,76.6,7.2,54.9,0.778,97.7
10/23/2008,74.2,37,54.2,41.6,71.1,76.2,7.1,56.6,0.773,97.3
10/24/2008,70.4,35.2,53.6,40.5,70.3,75.3,7.2,53,0.792,94.3
10/27/2008,67.9,34.1,53.3,40.5,70.4,75,7.2,50.9,0.8,92.8
10/28/2008,75.8,37.5,52.9,38.9,69.3,74.6,7.4,53.2,0.789,98
10/29/2008,75.3,37.1,53.3,39.2,69,74.6,7.4,55.7,0.772,97.4
10/30/2008,77.9,38.4,53,41.8,68.4,74,7.3,54,0.774,98.6
10/31/2008,78.3,39.2,52.9,44.1,67.5,74.5,7.2,55.6,0.786,98.5
11/3/2008,78.5,39.1,53.3,46.3,67.7,75.1,7.1,52.5,0.791,99.1
11/4/2008,81.2,40.5,53.9,48.3,68.9,76,7.6,57.4,0.77,99.7
11/5/2008,77.8,38.5,54.3,49.5,69.7,76.7,7.3,53.8,0.772,98
11/6/2008,73.5,36.6,54.3,49.1,69.2,76.5,7.2,50.2,0.787,97.8
11/7/2008,75.9,37.5,54.2,46.7,68.8,76.4,7.3,50,0.786,98.2
11/10/2008,74.9,37.1,54.2,48.3,69.1,76.3,7.4,51.2,0.784,98
11/11/2008,72.6,36.3,54.3,48,69.3,76.1,7.2,48.1,0.799,97.7
11/12/2008,69.4,34.4,54.2,48,69.8,76.3,7,45.8,0.8,95
11/13/2008,73.7,36.7,54.2,47.6,68.1,76.2,7.2,49,0.783,97.7
11/14/2008,70.1,35.1,54.4,48.1,69.5,76.1,7.3,46.2,0.793,97.1
11/17/2008,69.1,34.2,54.2,47.4,69.8,76.2,7.3,45.2,0.791,96.4
11/18/2008,70.4,34.5,54.3,46,70.7,76.4,7.3,44.8,0.793,97
11/19/2008,65.9,32.4,54.4,45.8,72.5,76.2,7.3,43.3,0.801,95.7
11/20/2008,61,30.3,54.4,44.1,76.2,76.7,7.4,39.6,0.803,93.7
11/21/2008,64.3,32,54.1,44.8,75.1,76.9,7.9,41,0.794,96
11/24/2008,68.8,33.9,53.9,46.3,73.9,76.8,8.1,44.1,0.772,97.4
11/25/2008,69.3,34.4,54.8,48,76.1,77.8,8.1,41.4,0.765,95.2
11/26/2008,72,35.6,55.2,48.6,76.2,77.7,8.1,44.5,0.776,95.7
11/27/2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.775,95.2
11/28/2008,72.9,36.1,55,48.3,77.2,77.7,8,42.1,0.788,95.5
12/1/2008,66.4,32.8,55.3,46.9,80.1,77.9,7.6,39.9,0.793,93.2
12/2/2008,69,34.1,55.7,47.6,80.4,78,7.7,38.5,0.787,93.2
12/3/2008,70.6,35,55.4,49.8,80.6,77.8,7.6,38.1,0.786,93.3
12/4/2008,69,34,55.6,49.7,82.2,78.2,7.6,35.4,0.783,92.2
12/5/2008,71.1,35.2,55.2,49.7,80.9,78.1,7.5,34.3,0.786,92.8
12/8/2008,73.6,36.5,55,48.7,80.7,78,7.6,36.1,0.772,92.8
12/9/2008,72.4,35.9,55.3,48.9,82.3,78.2,7.6,34.5,0.774,92.1
12/10/2008,72.9,36.3,55.2,48.6,82.1,78.6,8,35.8,0.768,92.8
12/11/2008,71.1,35.3,55.8,48.7,82.3,78.6,8.1,38.6,0.749,91.5
12/12/2008,72,35.6,55.5,48.1,82.3,78.7,8.1,38.1,0.748,91.2
12/15/2008,71,35,56.1,49.1,83.2,78.6,8.3,36.8,0.731,90.7
12/16/2008,74.3,36.9,56.5,49.6,85.3,78.8,8.5,36.4,0.714,89.1
12/17/2008,73.6,36.6,56.6,50.1,87.6,78.9,8.5,34.8,0.694,87.2
12/18/2008,72.2,36,57,52.2,89.4,79,8.4,32.7,0.702,89.4
12/19/2008,71.9,35.9,56.6,52.9,89.5,79,8.3,33.1,0.719,89.3
12/22/2008,71,35.4,57.1,53,88.8,78.8,8.4,30.6,0.717,90.3
12/23/2008,70.3,35,57.3,53.6,88.7,78.6,8.3,30,0.718,91
12/24/2008,70.7,35.2,57.2,53.7,88.5,78.8,8.4,29,0.714,90.5
12/25/2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.713,90.4
12/26/2008,71.1,35.5,57.3,55.4,88.8,78.9,8.6,29.1,0.713,90.8
12/29/2008,70.9,35.3,57.6,55.6,88.7,79.1,8.6,30.9,0.718,90.7
12/30/2008,72.5,36.2,57.8,55.4,89.6,78.9,8.6,30.2,0.711,90.3
12/31/2008,73.6,36.7,57.8,56.9,87.7,79,8.7,33.1,0.716,90.6
1/1/2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.712,90.8
1/2/2009,75.8,37.8,57.6,57.9,85.5,79,8.6,35.6,0.719,91.8
1/5/2009,75.7,37.8,57.4,57.7,83.3,79.3,8.5,37.3,0.733,93.4
1/6/2009,76.2,38.1,57,51.9,82.4,79.7,8.5,37.3,0.739,93.7
1/7/2009,73.9,37,57.2,53.1,82.8,79.8,8.3,33.3,0.733,92.7
1/8/2009,74.2,37.2,57.1,53.5,82.7,80.1,8.4,33.2,0.73,91.2
1/9/2009,72.6,36.3,57.3,54.3,82.8,79.9,8.4,32.4,0.742,90.4
1/12/2009,70.9,35.5,57.1,52.2,83.7,79.9,8.1,30.7,0.748,89.2
1/13/2009,71,35.5,57.4,52.9,83.8,79.6,8.1,31.8,0.759,89.4
1/14/2009,68.8,34.4,57.6,53.7,85.1,79.6,8,31.2,0.758,89.1
1/15/2009,68.8,34.5,57.3,53.5,85.3,79.7,8,30.2,0.762,89.8
1/16/2009,69.4,34.7,57.4,52.2,84,79.5,8.3,29.9,0.754,90.7
1/19/2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.765,90.7
1/20/2009,65.7,32.9,57.2,50.9,84,79.4,8.5,28.7,0.775,89.8
1/21/2009,68.5,34.3,56.8,50.1,81.3,79.1,8.4,31,0.768,89.5
1/22/2009,67.5,33.7,56.9,50.5,79.7,79.2,8.5,30,0.769,88.9
1/23/2009,67.8,33.9,56.8,51.2,79.1,79,8.8,32.3,0.771,88.8
1/26/2009,68.2,34.1,56.6,51.1,78.4,79.1,8.9,32.1,0.758,89.1
1/27/2009,68.9,34.5,56.9,51.8,80.3,79.2,8.8,29.5,0.76,89
1/28/2009,71.3,35.7,57,53.2,78.3,79.2,8.7,29.8,0.76,90.3
1/29/2009,68.9,34.5,56.6,53.4,76.5,78.9,9,29.2,0.772,90
1/30/2009,67.5,33.8,56.6,52.9,76.2,78.9,9.1,29.2,0.781,89.9
2/2/2009,67.3,33.7,56.8,51.3,77.6,78.7,8.9,28.4,0.779,89.5
2/3/2009,68.3,34.2,56.2,52.1,75.8,79,8.9,28.9,0.767,89.4
2/4/2009,67.9,34,56.3,51.2,75.5,78.9,8.9,28.3,0.778,89.4
2/5/2009,69,34.5,56.5,50.3,75.6,78.9,9,28.8,0.782,91.2
2/6/2009,70.9,35.5,56.4,50.6,75.4,78.9,9,28.2,0.773,91.9
2/9/2009,71,35.5,56.5,51.1,75.6,78.8,8.8,28.3,0.769,91.5
2/10/2009,67.8,33.9,56.8,51.8,77.2,79.1,9,26.9,0.774,90.5
2/11/2009,68.2,34.1,57,51.5,78.2,79.1,9.2,26.1,0.775,90.4
2/12/2009,68.2,34.2,56.8,50.5,77.5,79.4,9.3,26.1,0.778,90.9
2/13/2009,67.5,33.9,56.6,50.5,75.4,79.3,9.3,25.6,0.778,91.9
2/16/2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.781,91.7
